FECHA DE CREACION,AUTOR,TEXTO,ANÁLISIS DE SENTIMIENTOS,POSITIVOS,NEGATIVOS,NEUTROS
Fri May 22 18:40:17 +0000 2020,Embajada EC en COL,LA EMBAJADA DEL ECUADOR EN COLOMBIA TE INFORMA LOS PRINCIPALES HECHOS OCURRIDOS DURANTE LOS ULTIMOS DIAS EN EL ECUADOR Boletin Nro 104 2020 Decisiones Economicas del Gobierno Nacional para enfrentar el covid 19 JuntosEcuador DiplomaciaActiva ,0,,,1
Fri May 22 18:40:13 +0000 2020,Alcaldia Atacames,La pandemia es un mal que sigue cobrando victimas en Ecuador y el mundo frente a ella debemos ser responsables y disciplinados el virus Covid 19 no es un juego toma las cosas enserio y no seas parte de las estadisticas en negativo JuntosAtacames QuedateEnCasa ,-1,,1,
Fri May 22 18:36:25 +0000 2020,Mil Gon,Compartimos un avance de la primera parte del programa de COVID19 PANDEMIA GLOBLAL Testimonios del Covid 19 de 6 personas en Italia EstadosUnidos Francia Espana Brasil Ecuador ve en el canal vocesdetodos el programa completo YouTube Covid ,0,,,1
Fri May 22 18:36:03 +0000 2020,Mil Gon,Compartimos un avance de la primera parte del programa de COVID19 PANDEMIA GLOBLAL Testimonios del Covid 19 de 6 personas en Italia EstadosUnidos Francia Espana Brasil Ecuador ve en el canal de YouTube vocesdetodos el programa completo ,0,,,1
Fri May 22 18:35:29 +0000 2020,Jose Diez,LuiggiCorvieri TONICIBER1 fredyco79 EstebanOrtizMD Arcsa Ec Me pregunto porque ni un solo medio de comunicacion espanol o europeo se ha hecho eco del gran numero de personas salvadas en Ecuador y Colombia de Covid 19 con el dioxido de cloro Tu lo sabes ,0,,,1
Fri May 22 18:35:27 +0000 2020,Ecuador Noticias, Ecuador COVID 19 en Ecuador 35 828 contagiados y 3 056 fallecidos ,-1,,1,
Fri May 22 18:26:38 +0000 2020,Carlos,RodrigoAvilaSV y ChinoFloressv dos expertos en el covid 19 Imagino que ya saben lo que le sucedio a una consejal de Ecuador que se la quiso llevar de infectologo ,0,,,1
Fri May 22 18:21:46 +0000 2020,Gustavo Vaca Trigo,Ecuador CFR 8 53 De confirmarse el dato resaltado el CFR de Ecuador estaria en 13 81 COVID19 coronavirus coronavirusEcuador Covid 19 COVID19Ecuador QuedateEnCasa Ecuador ,0,,,1
Fri May 22 18:19:05 +0000 2020,Gustavo Vaca Trigo,Situacion del COVID19 en Ecuador al 22 05 2020 actualizado a las 08h00 COVID19 coronavirus coronavirusEcuador Covid 19 COVID19Ecuador QuedateEnCasa Ecuador Rstats ,0,,,1
Fri May 22 18:15:08 +0000 2020,Medical Zirigoza Group, Wuhan la ciudad china en la que nacio el covid 19 prohibe por cinco anos el consumo de animales salvajes El Comercio Ecuador Medical GroupZirigoza,1,1,,
Fri May 22 18:11:51 +0000 2020,Embajada EC en COL,LA EMBAJADA DEL ECUADOR EN COLOMBIA TE INFORMA LOS PRINCIPALES HECHOS OCURRIDOS DURANTE LOS ULTIMOS DIAS EN EL ECUADOR Boletin Nro 103 2020 Informe de las mas recientes gestiones del gobierno nacional frente al covid 19 JuntosEcuador DiplomaciaActiva CancilleriaEc ,0,,,1
Fri May 22 18:11:41 +0000 2020,StudioFutbol, 35 828 casos de COVID 19 en Ecuador 3 056 fallecidos ,-1,,1,
Fri May 22 18:07:52 +0000 2020,Reuters Latam,Sudamerica es un nuevo epicentro del coronavirus muertes en Africa siguen bajas OMS Reuters Brasil Peru Chile Ecuador Colombia Argentina Covid 19,-1,,1,
Fri May 22 18:07:50 +0000 2020,Diario EL TIEMPO,El Ministerio de Salud Ec informo la manana del viernes 22 de mayo de 2020 el reporte de cifras de la situacion nacional del Covid 19 en Ecuador La provincia del Azuay registra 782 casos de contagio Detalles ,0,,,1
Fri May 22 18:00:00 +0000 2020,La Hora Ecuador, Ecuador Segun un reporte del SNAI en el pais hay 500 presos con cuadros confirmados de Covid 19 De estos 420 estan en Ambato Mas detalles CoronavirusEnEcuador EmergenciaSanitaria ,-1,,1,
Fri May 22 17:53:48 +0000 2020,UNICEF Ecuador,COMUNICADO Hay que evitar que la pandemia por el COVID 19 se convierta en una crisis de salud para los ninos ,1,1,,
Fri May 22 17:48:23 +0000 2020,Ecuavisa,ACTUALIZACION COVID19 en Ecuador 35 828 casos confirmados 3 056 muertes y 1 892 fallecidos probables por el virus Hasta el momento se han tomado a nivel nacional 104 330 muestras ,-1,,1,
Fri May 22 17:46:53 +0000 2020,El Telegrafo Ecuador,Datos actualizados del Covid 19 en Ecuador y Sudamerica QuedateEnCasa CoronavirusenEcuador ,0,,,1
Fri May 22 17:45:10 +0000 2020,Maria Gabriela Munoz,Aqui el top de las provincias en Ecuador con mas fiestas si fiestas registradas durante estas semanas de cuarentena y en las cuales han muerto cientos de ecuatorianos en la mayor crisis de nuestra historia Hay gente que no entendio nada COVID19Ecuador COVID 19 ,-1,,1,
Fri May 22 17:42:25 +0000 2020,Carlos Gonella,sancadelago Szkarla1 habras tomado bien somos MILES en Argentina con excelentes RESULTADOS y en Ecuador ,1,1,,
Fri May 22 17:38:43 +0000 2020,Radio Modelo FM 977,El temor a contagios de Covid 19 frena la participacion de la CONAIE Ecuador en las movilizaciones convocadas para el lunes ,0,,,1
Fri May 22 17:37:25 +0000 2020,La Voz del Tomebamba, Cifras de Covid 19 en el Ecuador segun el reporte de hoy emitido por el MSP 104330 muestras 3536 recuperados 10213 altas epidemiologicas 44279 casos descartados 35828 confirmados y 3056 personas fallecidas Azuay 782 casos Cuenca 664 casos ,0,,,1
Fri May 22 17:30:08 +0000 2020,Diario Opinion, Atencion Se registran 3 056 fallecidos y 35 828 casos positivos de COVID 19 en Ecuador ,-1,,1,
Fri May 22 17:30:00 +0000 2020,GKecuador,En este analisis PAstudilloE explica por que el ultimo recorte a la educacion superior es parte de una serie de medidas tomadas por el gobierno desde el 2018 y no responde solo a la crisis del covid 19 como dicen las autoridades ,0,,,1
Fri May 22 17:24:11 +0000 2020,Israel LM Elizondo, Latinoamerica 35 828 casos de covid 19 en Ecuador hay 4 984 personas fallecidas en el contexto del coronavirus ,-1,,1,
Fri May 22 17:23:13 +0000 2020,NoTeMientoEc, Ecuador en El Pais existen 35 828 casos de covid 19 Segun Ministerio de Salud,0,,,1
Fri May 22 17:19:18 +0000 2020,Complice FM, Ecuador 35 828 casos de covid 19 en Ecuador hay 4 984 personas fallecidas en el contexto del coronavirus ,1,1,,
Fri May 22 17:18:30 +0000 2020,NOTICIAS ESMERALDAS, Esmeraldas 585 casos y 123 fallecidos ,0,,,1
Fri May 22 17:17:41 +0000 2020,CINDA,Profesoras y estudiantes del programa de posgrado en Epidemiologia de uniandes analizaron las medidas implementadas en Colombia Argentina Brasil Chile Ecuador y Peru para contener el Covid 19 ,1,1,,
Fri May 22 17:15:32 +0000 2020,Ronald Vinces,Se registran 35 828 casos confirmados de covid 19 en Ecuador asi lo confirmo el Comite de Operaciones Especiales COE ,0,,,1
Fri May 22 17:14:43 +0000 2020,Diario Que!, Ecuador Cifras actualizadas de COVID19 publicadas este 22 de mayo ,-1,,1,
Fri May 22 17:14:26 +0000 2020,Radio Record 105.3, URGENTE RecordNoticias Gobierno dice que hay 35828 casos confirmados de Covid 19 en Ecuador Corte de las 08 00 de hoy VIERNES 22 05 2020 SE responsable SE solidario y QuedateEnCasa ,1,1,,
Fri May 22 17:13:48 +0000 2020,Marilyn MM,Muere concejala de Ecuador que recomendo no usar mascarilla para el coronavirus y dijo que la enfermedad no es mortal ,-1,,1,
Fri May 22 17:13:25 +0000 2020,Radio Record 105.3, URGENTE RecordNoticias 4948 FALLECIDOS EN EL CONTEXTO DEL COVID 19 REPORTA ESTE VIERNES 22 DE MAYO EL GOBIERNO DE ECUADOR SE responsable SE solidario y QuedateEnCasa ,-1,,1,
Fri May 22 17:12:00 +0000 2020,Te Lo Cuento News,Alrededor de 400 presos del Centro de Rehabilitacion Social de Ambato ubicado en la provincia de Tungurahua en la region central de Ecuador dieron positivo para COVID 19 ,-1,,1,
Fri May 22 17:10:21 +0000 2020,Rebeca Cortez,Pequeno analisis realizado con mi amiga y companera Bel atiencia ,-1,,1,
Fri May 22 17:05:01 +0000 2020,Publica FM, PublicaNoticias Se registran 35 828 casos confirmados de Covid 19 en Ecuador Los fallecidos confirmados subieron a 3056 Escuchanos en 105 3FM y ,-1,,1,
Fri May 22 17:01:40 +0000 2020,Complice FM,Buenas tardes Ahora estamos en MasNoticias con jantoniobarreto y marlevintimilla Entre las noticias mas importantes 35 828 casos de covid 19 en Ecuador hay 4 984 personas fallecidas en el contexto del coronavirus ,0,,,1
Fri May 22 17:00:29 +0000 2020,CatalisisEc,BLOG Aumento de la brecha de genero en Ecuador debido a la pandemia por COVID 19 Parte I de Bel atiencia y beckiilu No te lo pierdas ,1,1,,
Fri May 22 16:55:59 +0000 2020,Radio Sonorama,Este viernes 22 de mayo del 2020 Ecuador registra un total de 35 306 casos confirmados de covid 19 es decir incrementaron 522 nuevos contagios en las ultimas 24 horas Aqui el informe 103 7 FM ,-1,,1,
Fri May 22 16:52:15 +0000 2020,Javier Segura,El riesgo de bajar la guardia en el desconfinamiento La cifra de fallecidos por Covid 19 en Quito Ecuador crecio 90 8 en cuatro dias 14 al 18 de mayo despues de cambiar de color de semaforo fase desconfinamiento ,0,,,1
Fri May 22 16:48:30 +0000 2020,Ecuador Noticias, URGENTE Continua creciendo el numero de casos confirmados de coronavirus en el Ecuador Se reportan 4 948 muertos entre confirmados y probables de Covid 19 Ecuador coronavirusecuador Covid19Ec ,-1,,1,
Fri May 22 16:45:16 +0000 2020,Majestad Television, URGENTE Infografia numero 85 sobre Covid19 En Ecuador ,1,1,,
Fri May 22 16:39:25 +0000 2020,Jose Mantilla,rmapalacios Yo no veo que hasta ahora se vea el caso de Ecuador que ya se publico Covid 19 Ensayo clinico preliminar en Ecuador de CDS Oral e intravenoso de la asociacion medica de AEMEMI el Peru deberia copiar el protocolo aparte de ser simple y barato que esperan ,0,,,1
Fri May 22 16:31:08 +0000 2020,Milton Eduardo,eluniversocom CONAIE Ecuador Ante la amenaza de este mal indigena solo queda Prepararse para la arremetida terrorista contrarrestar estas acciones con todo el peso de la ley apoyados en FFAA y Policia y esperar que ese tumulto permita al virus COVID 19 eliminar estas bacterias ,0,,,1
Fri May 22 16:28:49 +0000 2020,Mauro Sukonota,Triste y lamentable ver como hoteles empiezan a cerrar sus puertas debido a la falta de ingresos producto de la pandemia del COVID 19 Invito al gobierno a tomar con URGENCIA este tema para asi evitar el cierre de mas hoteles en el pais Lenin SOSTurismoEc AHOTEC Ecuador ,-1,,1,
Fri May 22 16:26:49 +0000 2020,SENADI_Ecuador,AHORA Nuestro Director General SantiCevallosM expone sobre el SENADI sus competencias y como ha trabajado la entidad durante la emergencia sanitaria por el Covid 19 Webinar PropiedadIntelectual Link ,-1,,1,
Fri May 22 16:20:41 +0000 2020,Teleamazonas,Ecuador registra 3 056 muertos por coronavirus y 1 892 fallecidos probables por COVID 19 gt ,-1,,1,
Fri May 22 16:10:49 +0000 2020,Santo Domingo La Hora, Todo el mundo tiene que estar con mascarilla y conservar el distanciamiento es lo unico que nos salvara porque si se enferman no hay espacio en los hospitales Lee la nota completa en QuedateEnCasa LaHoraSD LoQueNecesitasSaber Noticias Ecuador ,1,1,,
Fri May 22 16:02:55 +0000 2020,Juan Fernandez,ADMIRABLE NO TODO ES ATRACOS EN LO ADMINISTRATIVO EN SALUD DEL ECUADOR DESPUES DE HABER VENCIDO AL COVID 19 SIGUE DANDO ATENCION Y CON EQUIPOS PROPIOS los del servicio se destruyen dicen los AVIVADOS ESTO ES ESCUELA DE L O N D R E S Y EL SURF APRENDAN MAFIOSOS ,0,,,1
Fri May 22 15:53:32 +0000 2020,Agencia Fides (ANF), ANF La nacionalidad indigena Waraoni presento medidas cautelares contra el gobierno de Lenin Moreno por la propagacion del Covid 19 en su territorio y por el riesgo que enfrentan los pueblos en aislamiento voluntario ,1,1,,
Fri May 22 15:45:05 +0000 2020,El Pitazo, Barinas De los 20 contagios registrados de COVID 19 en la region seis connacionales habian retornado de Ecuador Conoce como se infectaron los otros 14 ciudadanos 22may ,0,,,1
Fri May 22 15:38:47 +0000 2020,TOP,Los confirmados de COVID 19 en Sudamerica suman 548 044 la tasa de mortalidad es del 5 1 y los recuperados son el 38 Vale la pena observar que la tasa de mortalidad mas alta la lleva Ecuador con 8 3 mientras que en recuperacion lidera Uruguay con el 79 humanismosalud ,-1,,1,
Fri May 22 15:36:34 +0000 2020,CERES,La Escuela de la Sostenibilidad les invitar al Webinar CERES Protocolos de Bioseguridad COVID 19 para PYMES dictado por Julio Cesar Aguirre Manufacturing Engineering Manager en General Motors Inscripcion EcuadorSostenible QuedateEnCasa GMOBB ,1,1,,
Fri May 22 15:35:33 +0000 2020,EDM | DIARIO MILITAR,Ecuador A 219 militares se les realizaron pruebas de covid 19 en Cuenca ,-1,,1,
Fri May 22 15:30:32 +0000 2020,El Dato,La consejala de Ecuador Violeta Avila fallecio victima de COVID 19 Meses antes dijo que el coronavirus no era mortal y recomendo comprar naranjas y limones en lugar de adquirir mascarillas ,0,,,1
Fri May 22 15:24:13 +0000 2020,Estampados Personalizados XCAZ,No pongas en riesgo tu seguridad y tu salud regresa a tu trabajo confiado y protegido combo gafas mascarilla KN95 8 00 Whatsapp 0991812988 Covid 19 mascarillas kn95facemask Pandemia guayaquil ecuador ,-1,,1,
Fri May 22 15:11:28 +0000 2020,EXTRA VENEZUELA,Asi va el COVID 19 en America EEUU Brasil Ecuador Chile y Peru ,0,,,1
Fri May 22 15:10:00 +0000 2020,PSUV,Sigue emergencia en Ecuador en una semana Quito duplico sus casos de COVID 19 GraciasPuebloHeroico,1,1,,
Fri May 22 15:04:45 +0000 2020,ZULAY VARGAS II,Murio por COVID 19 concejal de Ecuador que recomendo no usar tapabocas agustinintriago La concejal de la ciudad de Manta Ecuador Violeta Avila murio este martes tras permanecer internada desde hace varios dias en un centro de de salud luego de ,1,1,,
Fri May 22 15:02:33 +0000 2020,AECID en Ecuador,Laboratorios de cuatro universidades de Ecuador seran repotenciados para procesar pruebas de covid 19 Este contenido ha sido publicado originalmente por Diario EL COMERCIO en la siguiente direccion ,-1,,1,
Fri May 22 15:00:12 +0000 2020,Somos Latinos VIP,Foto cortesia de actualidadrt Manta Ecuador El Covid 19 es una realidad que muchos no desean aceptar manta ecuador alcaldesa f4f lamentable Covid 19 coronavirus muerte virus en Manta Ecuador ,0,,,1
Fri May 22 15:00:00 +0000 2020,Efecto Cocuyo, SepaQue De los casos de COVID 19 importados Delcy Rodriguez informo que son 14 provenientes de Colombia 1 por Apure y 13 por Tachira asi como 11 de Brasil que estan en Bolivar y 11 de Ecuador ,1,1,,
Fri May 22 14:58:57 +0000 2020,Expoplaza, Al Ecuador lo levantamos juntos Asiste desde tu casa a la Charla Virtual de Bioseguridad Empresarial en tiempos de COVID 19 de EXPOPLAZA Ahorra dinero conociendo la mejor aplicabilidad de los protocolos indicados por el COE para tu negocio BioseguridadEmpresarialEC ,0,,,1
Fri May 22 14:56:54 +0000 2020,Radio Farra 95.7 FM,El COVID 19 se ha expandido por diversas localidades del Ecuador y de manera focalizada afecta en estos ultimos dias principalmente a Ambato y Cuenca ademas de las altas cifras que registra Quito donde se contabilizan cerca de 30 muertes en calles y casas ,-1,,1,
Fri May 22 14:56:06 +0000 2020,Entra en Crisis,Ecuador es el pais con la tasa mas alta de mortalidad por COVID 19 en la region Y el gobierno de Lenin culpa a los seguidores de MashiRafael de propalar la pandemia como si fuera una fake news Un informe desde Quito Cesar Ramiro Vasconez ,0,,,1
Fri May 22 14:54:10 +0000 2020,Carsnack, PREVENCION COVID 19 Desinfectantes Industriales Tenemos los materiales e insumos que tu negocio necesita para la prevencion y seguridad para tus clientes WhatsApp Visitanos en ,-1,,1,
Fri May 22 14:49:15 +0000 2020,Pablo Ruiz Aguirre,Siguiente evento SeminarioDerecho Estado derechos y garantias jurisdiccionales en el contexto de COVID 19 en el Ecuador Conoce la agenda en Inscripcion gratuita a Zoom ,0,,,1
Fri May 22 14:44:24 +0000 2020,Manavision Canal 9, CIENCIA Encuentran posible explicacion a por que el COVID 19 es menos comun en ninos ,1,1,,
Fri May 22 14:39:00 +0000 2020,Medical Zirigoza Group, Ocho presos fallecieron por covid 19 en la carcel de Ambato El Comercio Ecuador Medical GroupZirigoza,-1,,1,
Fri May 22 14:38:20 +0000 2020,Leandro Corcho, Arriba de la linea del Ecuador ahora es primavera en enero febrero cuando arranco esto covid 19 estaban saliendo del invierno Aca abajo de esa linea era y es otono y se viene el invierno,-1,,1,
Fri May 22 14:36:20 +0000 2020,Ultimas Noticias,En el pais meridional se han tomado 101 580 muestras para el coronavirus ,1,1,,
Fri May 22 14:32:25 +0000 2020,rafael arias teneda, Ecuador esperemos q no haya rebrote de Covid 19 en 15 dias en Guayaquil y que tampoco haya contagiados en las marchas que se anuncian para el 25 de Mayo Incertidumbre,0,,,1
Fri May 22 14:32:11 +0000 2020,PUCE, Compartimos la nota de teleamazonasec en la que el Dr Francisco Perez decano de la Facultad de Medicina hace un llamado para que los ciudadanos eviten comprar pruebas rapidas para COVID 19 ante la proliferacion de su venta en redes sociales ,1,1,,
Fri May 22 14:30:40 +0000 2020,Fauna Curiosa,Sin turismo no hay dinero COVID 19 detiene el 60 de los ingresos de Galapagos FaunaCuriosa ,-1,,1,
Fri May 22 14:30:00 +0000 2020,Diario EL TIEMPO,La LeyApoyoHumanitario busca reactivar la economia y proteger las plazas y fuentes de empleos ante crisis sanitaria por el Covid 19 Conoce mas en ,1,1,,
Fri May 22 14:23:19 +0000 2020,Zoila,Lo misma opinion y el mismo pensamiento fue dada una mujer en Ecuador decia q porq van a usar mascarillas que porq hacen caso a las autoridades con el distanciamiento social esa mujer fue asintomatica tenia el Covid 19 y que le paso Hace dos dias Murio ,-1,,1,
Fri May 22 14:14:54 +0000 2020,Chariana,ONU es antonioguterres tomar acciones en Ecuador CRS cotopaxi Y demas carceles del pais los medios informativos no colocan nada al respecto y ya es confirmado casos de COVID 19 en la mayoria Los Presos no tienen mascarillas alcohol o gel antiseptico ONU es pedimos se hagan valer los Derechos Hum ,-1,,1,
Fri May 22 14:10:46 +0000 2020,Majestad Television, NACIONAL Cerca del 75 de la poblacion penitenciaria de la ciudad de Ambato esta contagiada por el nuevo coronavirus En los proximos dias el Ministerio de Salud Publica realizara examenes a los privados de la libertad CZ Fuente El Comercio,-1,,1,
Fri May 22 14:10:01 +0000 2020,Lili,Sigan pensando que el Covid 19 es una gripe mas y que no es mortal ya vieron la concejal en Ecuador o Peru Si murio y se veia sana Solo eso ,0,,,1
Fri May 22 14:07:28 +0000 2020,Darwin, ATENTO ECUADOR LA COMUNIDAD WAORANI EN PELIGRO DE EXTINCION LOS ULTIMOS GUERREROS ESTAN CON COVID 19 La comunidad Waorani en peligro de extincion los ultimos guerreros Adultos Mayores estan con Covid 19 y eso preocupa a los habitantes de la comunidad ,-1,,1,
Fri May 22 14:01:26 +0000 2020,ONIP,Denuncia Abogados de varios detenidos que cumplen sus condenas en la carcel de presentaran acciones legales frente a los casos de Covid 19 que se registran en el interior del centro de rehabilitacion Ecuador ,0,,,1
Fri May 22 13:58:24 +0000 2020,Manavision Canal 9, MUNDO Un periodista fue condenado este viernes a dos anos de carcel por informar en Facebook erroneamente de que habia fallecido una persona por COVID 19 en el estado de Karen en Birmania ,-1,,1,
Fri May 22 13:57:16 +0000 2020,salud.ec,PROTOCOLO PARA ABRIR CENTROS COMERCIALES Centros comerciales de Ecuador elaboraron un protocolo en conjunto y lo remitieron al Gobierno Nacional para la reactivacion del sector con medidas de bioseguridad por el Covid 19 Nota ,1,1,,
Fri May 22 13:36:30 +0000 2020,La Hora Tungurahua, Atencion En las carceles del Ecuador hay 500 presos contagiados de Covid19 de esos 420 estan en Ambato Que paso Lea aqui un reporte completo sobre esta realidad EmergenciaSanitaria ,0,,,1
Fri May 22 13:35:55 +0000 2020,Mary Aloha,Maru Gorila sandri2509 Habla el doctor y presidente de la institucion AEMEMI que lidero la aplicacion del CDS a 104 pacientes con covid 19 en Ecuador doctor Quinones con un 100 de recuperacion DIFUNDAN es importante saber que tiene cura y ademas es economica,1,1,,
Fri May 22 13:31:46 +0000 2020,Mary Aloha,porquetendencia Habla el doctor y presidente de la institucion AEMEMI que lidero la aplicacion del CDS a 104 pacientes con covid 19 en Ecuador doctor Quinones con un 100 de recuperacion DIFUNDAN es importante saber que tiene cura y ademas es economica,0,,,1
Fri May 22 13:30:00 +0000 2020,La Hora Ecuador,Buenos dias Ecuador En la Portada El 84 de presos contagiados con Covid 19 estan en la carcel de Ambato Esto y mas en nuestra EdicionDigital Covid19Ecu Ecuador QuedateEnCasa ,0,,,1
Fri May 22 13:24:27 +0000 2020,Ecuador Noticias, Ecuador COVID 19 en Ecuador 35 306 contagiados y 2 939 fallecidos ,-1,,1,
Fri May 22 13:21:46 +0000 2020,Elsa Ruiz Comica, Hay ciudadanos que ya viven en Madrid desde hace muchos anos de Colombia de Ecuador de Chile de Mexico y geneticamente el Covid 19 tiene algo que nos asemeja en cuanto a la virulencia en el organismo 0 60 ,0,,,1
Fri May 22 13:18:06 +0000 2020,Ronny David,ToTodo lo que no pudieron en octubre nos la metieron con vaselina en una pandemia llamada FMI bajo el seudonimo de ayuda humanitaria Ecuador Covid 19 FMI PaquetazoDeMoreno,-1,,1,
Fri May 22 13:04:44 +0000 2020,Diario El Oriental, Internacional Relevante Asciende a 2 939 la cifra de fallecidos por COVID 19 en Ecuador Maturin Monagas ,-1,,1,
Fri May 22 13:02:02 +0000 2020,CRISTIAN ABREGO,A pesar del pesimo manejo del Covid 19 Ecuador eliminara 10 instituciones publicas para hacer el Estado mas eficiente Aqui en contradiccion con su plan de austeridad Nito planeaba aumentar 10 mil puestos en el 20 21 sin eliminar de los actuales Botellas y mas botellas ,-1,,1,
Fri May 22 13:01:14 +0000 2020,DiarioSaludEcuador,Los gatos viven en dos areas separadas del estado de Nueva York tenian enfermedad respiratoria leve Recomendaciones sobre el contacto con las mascotas ,0,,,1
Fri May 22 12:55:06 +0000 2020,QSocialNow, Ecuador MashiRafael es el principal influenciador en la audiencia ecuatoriana con mas de 118 millones de impresiones sobre sus publicaciones y toma el 15 de las conversaciones totales sobre el Covid 19 en Ecuador ,-1,,1,
Fri May 22 12:55:05 +0000 2020,El Pitazo, Barinas Dos hombres dos mujeres y dos ninas que llegaron al estado Lara procedentes de Quito capital de Ecuador se cuentan entre los casos importados Todos reciben atencion en los centros de salud del estado ,0,,,1
Fri May 22 12:52:31 +0000 2020,Ana Maria Canizares, Alerta Amazonia zona roja de contagios de covid 19 podria sufrir un impacto desproporcionado Los corresponsales de CNNEE en Brasil Ecuador Colombia y Peru pasamos revista a lo que ocurre y preocupa en las comunidades amazonicas Zona sensible y duramente golpeada ,-1,,1,
Fri May 22 12:52:18 +0000 2020,Diario Expreso,Entre lo mas importante enmiendas a la constitucion nuevo reporte de cifras de COVID 19 en Ecuador locales del terminal de Guayaquil reabren sus puertas inicia cumbre de asamblea nacional popular de china 40 anos del debut de pacman ,0,,,1
Fri May 22 12:50:01 +0000 2020,El Comercio,Mapa del coronavirus en el mundo en tiempo real HOY viernes 22 de mayo del 2020 infectados y muertos ,-1,,1,
Fri May 22 12:48:41 +0000 2020,Ana Maria Canizares, ALERTA Amazonia Zona roja de contagios de covid 19 podria sufrir un impacto desproporcionado Los corresponsales de CNNEE en Brasil Ecuador Colombia y Peru pasamos revista a lo que esta ocurriendo y preocupa en las comunidades amazonicas ,-1,,1,
Fri May 22 12:45:05 +0000 2020,ecuadorenvivo, Desde Ecuador a Maryland para hacer vino Casa Carmen sueno que mantienen a flote los hermanos Pallares en medio del Covid 19 ,0,,,1
Fri May 22 12:37:49 +0000 2020,Complice FM, Ecuador El Ejecutivo insistira en aporte de quienes mas han ganado para enfrentar la crisis ante el covid 19 ,1,1,,
Fri May 22 12:30:27 +0000 2020,martincx,HijodelasFrutas En Ecuador una concejal que abogaba por el no uso de mascarillas incluso decia que covid 19 no es mortal acaba de fallecer por dicha enfermedad ,0,,,1
Fri May 22 12:20:05 +0000 2020,El Pitazo, Barinas Seis ciudadanos que retornaron de Ecuador una que volvio de Colombia y una joven de 22 anos conforman el grupo de ocho personas que suman los 20 contagios de COVID 19 contados en el estado ,-1,,1,
Fri May 22 12:13:43 +0000 2020,Clinica Conocoto,Falta muy poco para vernos nuevamente Solo QUEDATE EN CASA FelizViernes Bienestar coronavirus COVID19 COVID 19 StayAtHome YoMeQuedoEnCasa Quito Ecuador coronavirusecuador URGENTE EmergenciaSanitaria ULTIMAHORA CuarentenaTotal yoentrenoencasa ,0,,,1
Fri May 22 12:13:22 +0000 2020,Fernando Aguirre P,Personal de salud en Ecuador estaria al borde de sufrir ataques de panico ansiedad y depresion por COVID 19 por eluniversocom,-1,,1,
Fri May 22 11:58:44 +0000 2020,Mariano Colombo,Covid 19 casos c 100 000 hab en Sudamerica Peru 340 Chile 307 Ecuador 207 Brasil 148 Bolivia 46 Colombia 37 Argentina 22 Uruguay 22 Paraguay 12 Venezuela 3,-1,,1,
Fri May 22 11:50:56 +0000 2020,javo,Solo en mi pais ya no se sabe si reir o llorar jajaj mejor reir para subir las defensas Ecuador Covid 19 ConsumeLoNuestroEc DiaDeLaBiodiversidad viernes BuenosDiasATodos ,0,,,1
Fri May 22 11:45:00 +0000 2020,CNN en Espanol - PR,Mira el trabajo de anniecanizares cnnramos y andyortiz77 y reporteromoreno sobre el impacto del covid 19 en la Amazonia ,-1,,1,
Fri May 22 11:30:00 +0000 2020,El Telegrafo Ecuador, QuedateEnCasa 35 306 contagiados 2 939 fallecidos y 3 638 con alta hospitalaria por Covid 19 en Ecuador Como avanza la pandemia en el pais V ,0,,,1
Fri May 22 10:47:40 +0000 2020,J.L. Perea,vice gustavo MyrianeLibre ElsaEstupin Guiller18108073 damzmolina tonhersan BastaImpunidad MarthaLuMed FCK chi ecuador real MelidaJumbo indignada2016 ecucol anabella2586 Vicente en ello tienes razon permiteme compartirte un video de una Dra Maria Eugenia Barrientos Salvadorena que explica como para ninos el tratamiento para el Covid 19 Es una trome explicando Y espero sirva para6el grupo Saludos ,0,,,1
Fri May 22 10:00:32 +0000 2020,elyex.com,Virus se expande al pais contagio masivo en carcel de Ambato recolectores de basura tambien afectados en Cuenca elyex ,-1,,1,
Fri May 22 10:00:00 +0000 2020,AMZET, LATINOAMERICA COVID 19 America Latina registra uno de cada tres casos de contagio en el mundo esta semana Noticias Coronavirus COVID19 Pandemia CrisisSanitaria Iberoamerica AmericaLatina COVID19Latam,-1,,1,
Fri May 22 09:59:55 +0000 2020,Francisco Pesantez,C O E nacional uds dan directrices a todas las autoridades de Ecuador para tratar de impedir contagio mortal del covid 19 Y uds Investigan si aplican en las carceles donde celda pequena hay 40 o 50 presos muchos contagiados CARCEL Ambato 426 y si mueren ,1,1,,
Fri May 22 09:49:30 +0000 2020,Victor Trejos #SiALaMoratoria,PRIMER ENSAYO CLINICO EN ECUADOR CON CDS dioxido de cloro ORAL E INTRAVENOSO ,1,1,,
Fri May 22 09:35:27 +0000 2020,#meme-o,Segun organismos especializados en economia en el 2020 en Ecuador por el COVID 19 se espera una caida de hasta el 7 pero lenin Moreno aprueba medidas como que en el pais acaba de terminar la 3deg guerra mundial aduciendo que en 4 meses el pais ha perdido el 50 de los ingresos ,0,,,1
Fri May 22 09:02:42 +0000 2020,Andres Eloy,BM ChuoTorrealba x ahora Van882 contagiados en 68Dias en QuedateEnCasa Restan 22DiasDe cuarentena ACLARAR QUE TODOS LOS CASOS de Covid 19 SON IMPORTADOS DE China no de Colombia Brasil ni Ecuador como nos quieren hacer creer China el unico pais que Exporta virus,-1,,1,
